Against	Beneficiary	TotalCount	TotalYards
Kansas City	San Diego	1	5
St. Louis	Seattle	12	87
Seattle	St. Louis	7	65
Indianapolis	Kansas City	4	19
Kansas City	Indianapolis	2	15
New Orleans	Philadelphia	7	85
Philadelphia	New Orleans	4	38
San Diego	Cincinnati	5	28
Cincinnati	San Diego	4	38
Green Bay	San Francisco	3	20
San Francisco	Green Bay	2	10
New Orleans	Seattle	8	74
Seattle	New Orleans	6	52
New England	Indianapolis	4	35
Indianapolis	New England	4	42
Carolina	San Francisco	8	73
San Francisco	Carolina	5	40
Denver	San Diego	6	50
San Diego	Denver	8	63
New England	Denver	2	15
Denver	New England	4	34
San Francisco	Seattle	7	65
Seattle	San Francisco	8	66
Denver	Seattle	5	44
Seattle	Denver	10	104
Seattle	Green Bay	4	69
Green Bay	Seattle	8	65
New Orleans	Atlanta	3	27
Atlanta	New Orleans	10	96
Cincinnati	Baltimore	4	45
Baltimore	Cincinnati	3	29
Buffalo	Chicago	9	108
Chicago	Buffalo	4	43
Houston	Washington	6	45
Washington	Houston	7	70
Tennessee	Kansas City	12	110
Kansas City	Tennessee	3	25
Miami	New England	4	26
New England	Miami	9	100
N.Y. Jets	Oakland	11	105
Oakland	N.Y. Jets	4	20
Philadelphia	Jacksonville	6	50
Jacksonville	Philadelphia	7	55
Pittsburgh	Cleveland	11	96
Cleveland	Pittsburgh	8	55
Minnesota	St. Louis	7	60
St. Louis	Minnesota	13	121
Dallas	San Francisco	10	72
San Francisco	Dallas	11	80
Tampa Bay	Carolina	3	15
Carolina	Tampa Bay	6	55
Indianapolis	Denver	9	45
Denver	Indianapolis	7	70
Detroit	N.Y. Giants	8	85
N.Y. Giants	Detroit	4	25
Arizona	San Diego	5	23
San Diego	Arizona	6	47
Baltimore	Pittsburgh	4	35
Pittsburgh	Baltimore	9	75
Buffalo	Miami	6	40
Miami	Buffalo	3	20
Detroit	Carolina	5	33
Carolina	Detroit	4	45
Atlanta	Cincinnati	7	56
Cincinnati	Atlanta	7	55
New Orleans	Cleveland	5	39
Cleveland	New Orleans	4	30
New England	Minnesota	15	163
Minnesota	New England	7	58
N.Y. Giants	Arizona	9	70
Arizona	N.Y. Giants	7	71
Tennessee	Dallas	5	35
Dallas	Tennessee	4	25
Washington	Jacksonville	11	98
Jacksonville	Washington	6	44
Seattle	San Diego	8	53
San Diego	Seattle	6	53
St. Louis	Tampa Bay	5	65
Tampa Bay	St. Louis	4	30
Denver	Kansas City	11	71
Kansas City	Denver	7	62
N.Y. Jets	Green Bay	7	82
Green Bay	N.Y. Jets	3	35
Oakland	Houston	5	24
Houston	Oakland	7	85
Chicago	San Francisco	10	58
San Francisco	Chicago	16	118
Philadelphia	Indianapolis	11	90
Indianapolis	Philadelphia	4	70
Atlanta	Tampa Bay	5	50
Tampa Bay	Atlanta	11	110
Buffalo	San Diego	11	101
San Diego	Buffalo	6	44
Tennessee	Cincinnati	11	99
Cincinnati	Tennessee	7	50
Cleveland	Baltimore	12	94
Baltimore	Cleveland	5	32
Green Bay	Detroit	5	30
Detroit	Green Bay	6	40
Jacksonville	Indianapolis	2	15
Indianapolis	Jacksonville	8	46
Oakland	New England	6	49
New England	Oakland	6	59
Minnesota	New Orleans	5	44
New Orleans	Minnesota	4	30
Houston	N.Y. Giants	5	40
N.Y. Giants	Houston	4	31
Philadelphia	Washington	9	70
Washington	Philadelphia	10	131
Dallas	St. Louis	3	15
St. Louis	Dallas	8	119
Arizona	San Francisco	5	36
San Francisco	Arizona	9	107
Miami	Kansas City	6	65
Kansas City	Miami	4	23
Seattle	Denver	7	34
Denver	Seattle	4	27
Pittsburgh	Carolina	11	91
Carolina	Pittsburgh	7	105
Chicago	N.Y. Jets	9	95
N.Y. Jets	Chicago	6	78
Washington	N.Y. Giants	11	88
N.Y. Giants	Washington	7	66
Carolina	Baltimore	7	59
Baltimore	Carolina	4	40
Green Bay	Chicago	9	70
Chicago	Green Bay	6	46
Buffalo	Houston	8	40
Houston	Buffalo	8	90
Indianapolis	Tennessee	11	88
Tennessee	Indianapolis	6	68
Atlanta	Minnesota	5	50
Minnesota	Atlanta	6	40
Detroit	N.Y. Jets	5	33
N.Y. Jets	Detroit	6	32
Oakland	Miami	9	80
Miami	Oakland	5	35
Tampa Bay	Pittsburgh	9	50
Pittsburgh	Tampa Bay	13	125
San Diego	Jacksonville	7	57
Jacksonville	San Diego	3	32
San Francisco	Philadelphia	10	80
Philadelphia	San Francisco	10	70
New Orleans	Dallas	3	20
Dallas	New Orleans	6	50
Kansas City	New England	4	35
New England	Kansas City	3	30
Minnesota	Green Bay	9	91
Green Bay	Minnesota	5	30
Chicago	Carolina	10	80
Carolina	Chicago	3	30
Houston	Dallas	5	35
Dallas	Houston	7	56
Buffalo	Detroit	11	74
Detroit	Buffalo	8	62
Indianapolis	Baltimore	6	83
Baltimore	Indianapolis	5	36
Jacksonville	Pittsburgh	4	34
Pittsburgh	Jacksonville	7	50
Tampa Bay	New Orleans	15	113
New Orleans	Tampa Bay	6	50
Atlanta	N.Y. Giants	8	81
N.Y. Giants	Atlanta	3	15
St. Louis	Philadelphia	10	82
Philadelphia	St. Louis	4	39
Tennessee	Cleveland	7	68
Cleveland	Tennessee	7	74
Denver	Arizona	7	67
Arizona	Denver	3	15
San Diego	N.Y. Jets	5	76
N.Y. Jets	San Diego	12	94
San Francisco	Kansas City	2	10
Kansas City	San Francisco	4	29
New England	Cincinnati	12	114
Cincinnati	New England	4	37
Seattle	Washington	13	90
Washington	Seattle	3	30
Houston	Indianapolis	5	66
Indianapolis	Houston	5	51
Chicago	Atlanta	7	47
Atlanta	Chicago	6	52
New England	Buffalo	9	60
Buffalo	New England	8	107
Carolina	Cincinnati	8	60
Cincinnati	Carolina	13	119
Pittsburgh	Cleveland	6	42
Cleveland	Pittsburgh	6	60
Green Bay	Miami	4	44
Miami	Green Bay	5	25
Minnesota	Detroit	9	60
Detroit	Minnesota	5	40
Denver	N.Y. Jets	11	101
N.Y. Jets	Denver	2	9
Baltimore	Tampa Bay	8	70
Tampa Bay	Baltimore	5	43
Tennessee	Jacksonville	5	48
Jacksonville	Tennessee	6	35
Oakland	San Diego	11	79
San Diego	Oakland	7	60
Washington	Arizona	6	62
Arizona	Washington	14	108
Dallas	Seattle	6	46
Seattle	Dallas	9	58
N.Y. Giants	Philadelphia	10	74
Philadelphia	N.Y. Giants	3	25
San Francisco	St. Louis	5	23
St. Louis	San Francisco	8	38
N.Y. Jets	New England	7	70
New England	N.Y. Jets	9	64
Atlanta	Baltimore	7	76
Baltimore	Atlanta	9	72
Buffalo	Minnesota	8	48
Minnesota	Buffalo	7	50
Chicago	Miami	2	15
Miami	Chicago	7	84
New Orleans	Detroit	12	134
Detroit	New Orleans	9	71
Carolina	Green Bay	9	70
Green Bay	Carolina	5	29
Cincinnati	Indianapolis	4	20
Indianapolis	Cincinnati	8	57
Cleveland	Jacksonville	8	50
Jacksonville	Cleveland	3	25
Seattle	St. Louis	10	89
St. Louis	Seattle	2	20
Tennessee	Washington	11	96
Washington	Tennessee	7	50
Kansas City	San Diego	7	73
San Diego	Kansas City	4	49
N.Y. Giants	Dallas	6	40
Dallas	N.Y. Giants	6	46
Oakland	Arizona	8	74
Arizona	Oakland	6	43
Denver	San Francisco	8	75
San Francisco	Denver	6	62
Houston	Pittsburgh	4	20
Pittsburgh	Houston	6	38
Denver	San Diego	9	71
San Diego	Denver	7	77
Atlanta	Detroit	5	39
Detroit	Atlanta	8	85
Seattle	Carolina	7	41
Carolina	Seattle	4	20
Baltimore	Cincinnati	7	51
Cincinnati	Baltimore	6	40
Miami	Jacksonville	7	52
Jacksonville	Miami	6	37
Kansas City	St. Louis	7	51
St. Louis	Kansas City	8	68
Chicago	New England	5	41
New England	Chicago	7	38
N.Y. Jets	Buffalo	10	90
Buffalo	N.Y. Jets	7	49
Tampa Bay	Minnesota	8	52
Minnesota	Tampa Bay	6	59
Tennessee	Houston	6	61
Houston	Tennessee	4	35
Philadelphia	Arizona	11	103
Arizona	Philadelphia	10	95
Oakland	Cleveland	8	54
Cleveland	Oakland	6	30
Indianapolis	Pittsburgh	5	43
Pittsburgh	Indianapolis	10	59
Green Bay	New Orleans	8	84
New Orleans	Green Bay	4	35
Washington	Dallas	6	45
Dallas	Washington	3	35
Carolina	New Orleans	6	67
New Orleans	Carolina	4	36
Jacksonville	Cincinnati	3	35
Cincinnati	Jacksonville	6	40
Cleveland	Tampa Bay	7	44
Tampa Bay	Cleveland	4	33
Dallas	Arizona	5	33
Arizona	Dallas	6	62
Houston	Philadelphia	9	54
Philadelphia	Houston	7	55
N.Y. Jets	Kansas City	5	40
Kansas City	N.Y. Jets	3	20
San Diego	Miami	7	57
Miami	San Diego	3	25
Washington	Minnesota	6	55
Minnesota	Washington	9	60
St. Louis	San Francisco	9	83
San Francisco	St. Louis	9	44
Denver	New England	10	72
New England	Denver	9	71
Oakland	Seattle	5	69
Seattle	Oakland	9	65
Baltimore	Pittsburgh	10	108
Pittsburgh	Baltimore	7	67
N.Y. Giants	Indianapolis	4	30
Indianapolis	N.Y. Giants	4	30
Cincinnati	Cleveland	7	55
Cleveland	Cincinnati	6	62
Baltimore	Tennessee	5	40
Tennessee	Baltimore	9	67
Buffalo	Kansas City	6	44
Kansas City	Buffalo	3	19
Miami	Detroit	5	44
Detroit	Miami	10	98
Dallas	Jacksonville	9	65
Jacksonville	Dallas	2	19
New Orleans	San Francisco	6	43
San Francisco	New Orleans	2	15
N.Y. Jets	Pittsburgh	9	75
Pittsburgh	N.Y. Jets	3	20
Tampa Bay	Atlanta	10	79
Atlanta	Tampa Bay	5	30
Oakland	Denver	4	37
Denver	Oakland	12	95
Arizona	St. Louis	5	35
St. Louis	Arizona	8	80
N.Y. Giants	Seattle	4	35
Seattle	N.Y. Giants	6	50
Chicago	Green Bay	11	163
Green Bay	Chicago	5	50
Philadelphia	Carolina	5	50
Carolina	Philadelphia	4	30
Miami	Buffalo	4	30
Buffalo	Miami	7	70
Atlanta	Carolina	5	58
Carolina	Atlanta	1	15
Chicago	Minnesota	7	60
Minnesota	Chicago	2	18
Cleveland	Houston	8	67
Houston	Cleveland	5	55
Philadelphia	Green Bay	6	53
Green Bay	Philadelphia	4	52
Seattle	Kansas City	8	50
Kansas City	Seattle	3	6
Cincinnati	New Orleans	4	33
New Orleans	Cincinnati	5	34
San Francisco	N.Y. Giants	4	35
N.Y. Giants	San Francisco	3	54
Denver	St. Louis	8	62
St. Louis	Denver	3	25
Washington	Tampa Bay	9	67
Tampa Bay	Washington	11	101
Oakland	San Diego	8	41
San Diego	Oakland	6	40
Detroit	Arizona	9	80
Arizona	Detroit	4	35
New England	Indianapolis	5	53
Indianapolis	New England	4	29
Pittsburgh	Tennessee	4	39
Tennessee	Pittsburgh	1	10
Kansas City	Oakland	7	59
Oakland	Kansas City	7	60
Atlanta	Cleveland	7	40
Cleveland	Atlanta	5	30
Buffalo	N.Y. Jets	4	24
N.Y. Jets	Buffalo	9	60
Chicago	Tampa Bay	6	45
Tampa Bay	Chicago	9	87
Cincinnati	Houston	6	60
Houston	Cincinnati	3	15
Indianapolis	Jacksonville	6	54
Jacksonville	Indianapolis	6	43
Green Bay	Minnesota	8	75
Minnesota	Green Bay	7	77
New England	Detroit	11	84
Detroit	New England	9	54
Philadelphia	Tennessee	9	69
Tennessee	Philadelphia	7	56
San Diego	St. Louis	8	85
St. Louis	San Diego	9	90
Seattle	Arizona	7	74
Arizona	Seattle	3	25
Miami	Denver	6	50
Denver	Miami	9	98
Washington	San Francisco	7	53
San Francisco	Washington	5	47
Dallas	N.Y. Giants	7	63
N.Y. Giants	Dallas	5	30
Baltimore	New Orleans	6	42
New Orleans	Baltimore	5	50
Detroit	Chicago	5	38
Chicago	Detroit	5	41
Philadelphia	Dallas	4	20
Dallas	Philadelphia	6	42
Seattle	San Francisco	14	105
San Francisco	Seattle	3	20
San Diego	Baltimore	8	91
Baltimore	San Diego	14	98
Buffalo	Cleveland	6	45
Cleveland	Buffalo	10	76
Tennessee	Houston	6	66
Houston	Tennessee	5	40
Washington	Indianapolis	10	78
Indianapolis	Washington	10	94
N.Y. Giants	Jacksonville	6	40
Jacksonville	N.Y. Giants	7	49
Minnesota	Carolina	5	25
Carolina	Minnesota	4	35
New Orleans	Pittsburgh	11	77
Pittsburgh	New Orleans	5	28
Oakland	St. Louis	8	73
St. Louis	Oakland	8	60
Tampa Bay	Cincinnati	13	94
Cincinnati	Tampa Bay	10	73
Atlanta	Arizona	9	76
Arizona	Atlanta	5	34
New England	Green Bay	4	25
Green Bay	New England	4	22
Kansas City	Denver	5	35
Denver	Kansas City	5	32
N.Y. Jets	Miami	7	57
Miami	N.Y. Jets	3	20
Dallas	Chicago	8	97
Chicago	Dallas	9	54
Cincinnati	Pittsburgh	7	54
Pittsburgh	Cincinnati	3	20
Cleveland	Indianapolis	7	85
Indianapolis	Cleveland	6	40
Tampa Bay	Detroit	5	50
Detroit	Tampa Bay	9	122
Houston	Jacksonville	7	64
Jacksonville	Houston	6	40
Baltimore	Miami	7	36
Miami	Baltimore	6	30
Minnesota	N.Y. Jets	6	70
N.Y. Jets	Minnesota	4	40
New Orleans	Carolina	4	30
Carolina	New Orleans	6	55
N.Y. Giants	Tennessee	7	70
Tennessee	N.Y. Giants	5	39
Washington	St. Louis	5	51
St. Louis	Washington	11	98
Arizona	Kansas City	6	40
Kansas City	Arizona	9	75
Buffalo	Denver	11	98
Denver	Buffalo	5	45
Oakland	San Francisco	10	84
San Francisco	Oakland	7	50
Seattle	Philadelphia	8	67
Philadelphia	Seattle	4	69
San Diego	New England	8	61
New England	San Diego	6	70
Atlanta	Green Bay	3	11
Green Bay	Atlanta	5	40
Arizona	St. Louis	8	59
St. Louis	Arizona	6	69
Atlanta	Pittsburgh	3	25
Pittsburgh	Atlanta	3	34
Baltimore	Jacksonville	9	70
Jacksonville	Baltimore	5	60
Green Bay	Buffalo	9	70
Buffalo	Green Bay	10	75
Carolina	Tampa Bay	4	25
Tampa Bay	Carolina	4	29
Cleveland	Cincinnati	9	68
Cincinnati	Cleveland	5	41
Detroit	Minnesota	5	35
Minnesota	Detroit	3	25
Houston	Indianapolis	8	66
Indianapolis	Houston	7	45
Kansas City	Oakland	11	84
Oakland	Kansas City	10	75
Miami	New England	5	35
New England	Miami	5	51
Washington	N.Y. Giants	10	135
N.Y. Giants	Washington	9	60
San Diego	Denver	8	65
Denver	San Diego	7	71
N.Y. Jets	Tennessee	7	46
Tennessee	N.Y. Jets	9	76
San Francisco	Seattle	8	78
Seattle	San Francisco	7	50
Philadelphia	Dallas	8	95
Dallas	Philadelphia	11	79
Chicago	New Orleans	9	74
New Orleans	Chicago	3	25
Tennessee	Jacksonville	7	47
Jacksonville	Tennessee	3	25
Philadelphia	Washington	13	102
Washington	Philadelphia	3	15
San Diego	San Francisco	8	38
San Francisco	San Diego	9	92
Cleveland	Carolina	6	49
Carolina	Cleveland	5	49
Detroit	Chicago	7	60
Chicago	Detroit	5	86
Houston	Baltimore	7	69
Baltimore	Houston	7	56
Minnesota	Miami	8	74
Miami	Minnesota	7	54
Atlanta	New Orleans	6	64
New Orleans	Atlanta	3	25
N.Y. Jets	New England	2	14
New England	N.Y. Jets	5	38
Kansas City	Pittsburgh	4	39
Pittsburgh	Kansas City	4	40
Tampa Bay	Green Bay	3	30
Green Bay	Tampa Bay	5	40
N.Y. Giants	St. Louis	12	149
St. Louis	N.Y. Giants	9	76
Indianapolis	Dallas	8	55
Dallas	Indianapolis	7	67
Buffalo	Oakland	7	55
Oakland	Buffalo	4	35
Seattle	Arizona	11	97
Arizona	Seattle	1	5
Denver	Cincinnati	6	72
Cincinnati	Denver	7	45
Atlanta	Carolina	6	36
Carolina	Atlanta	5	36
Baltimore	Cleveland	8	55
Cleveland	Baltimore	7	58
Detroit	Green Bay	10	53
Green Bay	Detroit	5	40
Houston	Jacksonville	6	55
Jacksonville	Houston	4	25
Kansas City	San Diego	7	46
San Diego	Kansas City	10	67
Miami	N.Y. Jets	5	40
N.Y. Jets	Miami	5	40
Chicago	Minnesota	8	50
Minnesota	Chicago	4	25
Buffalo	New England	5	44
New England	Buffalo	5	55
Philadelphia	N.Y. Giants	5	35
N.Y. Giants	Philadelphia	8	106
Cincinnati	Pittsburgh	5	45
Pittsburgh	Cincinnati	1	10
New Orleans	Tampa Bay	2	15
Tampa Bay	New Orleans	4	23
Indianapolis	Tennessee	4	20
Tennessee	Indianapolis	4	20
Washington	Dallas	9	101
Dallas	Washington	7	48
Denver	Oakland	1	16
Oakland	Denver	9	86
San Francisco	Arizona	10	78
Arizona	San Francisco	3	21
Seattle	St. Louis	2	20
St. Louis	Seattle	6	45
Arizona	Carolina	7	38
Carolina	Arizona	8	80
Pittsburgh	Baltimore	8	114
Baltimore	Pittsburgh	2	14
Cincinnati	Indianapolis	6	45
Indianapolis	Cincinnati	9	66
Dallas	Detroit	6	46
Detroit	Dallas	8	44
New England	Baltimore	7	60
Baltimore	New England	7	65
Seattle	Carolina	6	60
Carolina	Seattle	5	35
Green Bay	Dallas	10	87
Dallas	Green Bay	5	35
Indianapolis	Denver	10	67
Denver	Indianapolis	2	8
Seattle	Green Bay	8	40
Green Bay	Seattle	5	45
New England	Indianapolis	6	45
Indianapolis	New England	3	23
Seattle	New England	7	70
New England	Seattle	5	36
Pittsburgh	New England	8	77
New England	Pittsburgh	7	64
Chicago	Green Bay	6	64
Green Bay	Chicago	10	74
St. Louis	Seattle	4	30
Seattle	St. Louis	7	46
Carolina	Jacksonville	3	22
Jacksonville	Carolina	3	25
Miami	Washington	6	39
Washington	Miami	11	88
Indianapolis	Buffalo	5	49
Buffalo	Indianapolis	11	113
N.Y. Jets	Cleveland	4	30
Cleveland	N.Y. Jets	12	109
Houston	Kansas City	6	39
Kansas City	Houston	2	25
Arizona	New Orleans	5	30
New Orleans	Arizona	7	73
Detroit	San Diego	4	29
San Diego	Detroit	5	40
Baltimore	Denver	3	15
Denver	Baltimore	8	45
Oakland	Cincinnati	5	32
Cincinnati	Oakland	6	50
Tampa Bay	Tennessee	12	97
Tennessee	Tampa Bay	8	55
N.Y. Giants	Dallas	5	44
Dallas	N.Y. Giants	3	35
Philadelphia	Atlanta	10	88
Atlanta	Philadelphia	7	57
Minnesota	San Francisco	5	25
San Francisco	Minnesota	8	57
Kansas City	Denver	9	60
Denver	Kansas City	8	85
Carolina	Houston	10	92
Houston	Carolina	10	70
Buffalo	New England	14	140
New England	Buffalo	11	119
Cincinnati	San Diego	9	75
San Diego	Cincinnati	8	64
Tennessee	Cleveland	9	85
Cleveland	Tennessee	4	40
N.Y. Giants	Atlanta	6	35
Atlanta	N.Y. Giants	6	65
Washington	St. Louis	7	53
St. Louis	Washington	9	80
Chicago	Arizona	14	170
Arizona	Chicago	8	58
Detroit	Minnesota	6	39
Minnesota	Detroit	10	97
New Orleans	Tampa Bay	10	115
Tampa Bay	New Orleans	11	90
San Francisco	Pittsburgh	7	46
Pittsburgh	San Francisco	7	58
Baltimore	Oakland	10	109
Oakland	Baltimore	16	106
Miami	Jacksonville	13	112
Jacksonville	Miami	9	93
Dallas	Philadelphia	18	142
Philadelphia	Dallas	8	60
Seattle	Green Bay	6	92
Green Bay	Seattle	6	35
Indianapolis	N.Y. Jets	11	84
N.Y. Jets	Indianapolis	8	90
Washington	N.Y. Giants	7	58
N.Y. Giants	Washington	8	67
Atlanta	Dallas	6	70
Dallas	Atlanta	5	31
Carolina	New Orleans	10	88
New Orleans	Carolina	8	55
N.Y. Jets	Philadelphia	6	53
Philadelphia	N.Y. Jets	5	21
Tampa Bay	Houston	10	84
Houston	Tampa Bay	6	58
San Diego	Minnesota	7	74
Minnesota	San Diego	3	39
St. Louis	Pittsburgh	7	97
Pittsburgh	St. Louis	4	63
Jacksonville	New England	7	114
New England	Jacksonville	4	30
Baltimore	Cincinnati	13	116
Cincinnati	Baltimore	9	67
Oakland	Cleveland	12	85
Cleveland	Oakland	6	50
Indianapolis	Tennessee	11	71
Tennessee	Indianapolis	6	55
San Francisco	Arizona	6	45
Arizona	San Francisco	4	24
Chicago	Seattle	6	40
Seattle	Chicago	5	41
Buffalo	Miami	5	40
Miami	Buffalo	6	36
Denver	Detroit	9	94
Detroit	Denver	9	75
Kansas City	Green Bay	7	38
Green Bay	Kansas City	12	89
Pittsburgh	Baltimore	4	20
Baltimore	Pittsburgh	4	30
Miami	N.Y. Jets	9	80
N.Y. Jets	Miami	14	163
Chicago	Oakland	7	48
Oakland	Chicago	5	47
Houston	Atlanta	5	35
Atlanta	Houston	10	80
Cincinnati	Kansas City	11	84
Kansas City	Cincinnati	7	46
Indianapolis	Jacksonville	4	45
Jacksonville	Indianapolis	13	92
Washington	Philadelphia	10	110
Philadelphia	Washington	8	72
Carolina	Tampa Bay	5	45
Tampa Bay	Carolina	5	48
Buffalo	N.Y. Giants	17	135
N.Y. Giants	Buffalo	11	85
Cleveland	San Diego	12	91
San Diego	Cleveland	6	31
San Francisco	Green Bay	4	30
Green Bay	San Francisco	8	65
Arizona	St. Louis	3	20
St. Louis	Arizona	7	66
Minnesota	Denver	9	63
Denver	Minnesota	8	40
New Orleans	Dallas	8	64
Dallas	New Orleans	6	30
Seattle	Detroit	5	30
Detroit	Seattle	4	37
Houston	Indianapolis	13	125
Indianapolis	Houston	7	65
New Orleans	Philadelphia	7	78
Philadelphia	New Orleans	4	35
Chicago	Kansas City	6	49
Kansas City	Chicago	3	49
Cincinnati	Seattle	7	50
Seattle	Cincinnati	10	112
Washington	Atlanta	5	51
Atlanta	Washington	4	62
Jacksonville	Tampa Bay	3	12
Tampa Bay	Jacksonville	10	72
Baltimore	Cleveland	12	98
Cleveland	Baltimore	9	74
Buffalo	Tennessee	7	62
Tennessee	Buffalo	9	74
St. Louis	Green Bay	8	40
Green Bay	St. Louis	7	67
Arizona	Detroit	9	70
Detroit	Arizona	9	85
Dallas	New England	7	50
New England	Dallas	9	65
Oakland	Denver	6	41
Denver	Oakland	6	103
N.Y. Giants	San Francisco	6	65
San Francisco	N.Y. Giants	4	28
Pittsburgh	San Diego	8	86
San Diego	Pittsburgh	7	54
Atlanta	New Orleans	7	41
New Orleans	Atlanta	3	15
Detroit	Chicago	10	98
Chicago	Detroit	9	76
Washington	N.Y. Jets	3	15
N.Y. Jets	Washington	1	5
Arizona	Pittsburgh	9	111
Pittsburgh	Arizona	6	48
Kansas City	Minnesota	8	95
Minnesota	Kansas City	5	50
Buffalo	Cincinnati	8	93
Cincinnati	Buffalo	3	20
Denver	Cleveland	8	81
Cleveland	Denver	6	30
Tennessee	Miami	7	50
Miami	Tennessee	9	97
Houston	Jacksonville	10	69
Jacksonville	Houston	7	64
Seattle	Carolina	7	48
Carolina	Seattle	5	25
Green Bay	San Diego	6	50
San Diego	Green Bay	9	76
Baltimore	San Francisco	3	15
San Francisco	Baltimore	4	25
Indianapolis	New England	11	103
New England	Indianapolis	8	72
Philadelphia	N.Y. Giants	9	72
N.Y. Giants	Philadelphia	12	92
Seattle	San Francisco	6	50
San Francisco	Seattle	4	33
Buffalo	Jacksonville	10	87
Jacksonville	Buffalo	10	66
Cleveland	St. Louis	11	98
St. Louis	Cleveland	9	75
Houston	Miami	3	25
Miami	Houston	8	52
New England	N.Y. Jets	4	38
N.Y. Jets	New England	4	29
Pittsburgh	Kansas City	1	5
Kansas City	Pittsburgh	6	66
Tampa Bay	Washington	16	142
Washington	Tampa Bay	4	20
Detroit	Minnesota	5	30
Minnesota	Detroit	3	31
New Orleans	Indianapolis	12	100
Indianapolis	New Orleans	7	42
Atlanta	Tennessee	6	53
Tennessee	Atlanta	5	45
Oakland	San Diego	14	136
San Diego	Oakland	9	86
Dallas	N.Y. Giants	7	46
N.Y. Giants	Dallas	3	13
Philadelphia	Carolina	7	46
Carolina	Philadelphia	5	43
Arizona	Baltimore	4	40
Baltimore	Arizona	9	64
New England	Miami	8	69
Miami	New England	7	40
Kansas City	Detroit	3	20
Detroit	Kansas City	8	81
San Diego	Baltimore	6	66
Baltimore	San Diego	5	46
Pittsburgh	Cincinnati	10	91
Cincinnati	Pittsburgh	10	94
Houston	Tennessee	7	85
Tennessee	Houston	6	45
Minnesota	Chicago	4	35
Chicago	Minnesota	4	38
Atlanta	Tampa Bay	11	124
Tampa Bay	Atlanta	8	43
N.Y. Giants	New Orleans	6	53
New Orleans	N.Y. Giants	12	93
San Francisco	St. Louis	13	93
St. Louis	San Francisco	12	93
Arizona	Cleveland	5	25
Cleveland	Arizona	7	35
N.Y. Jets	Oakland	6	40
Oakland	N.Y. Jets	6	61
Dallas	Seattle	5	40
Seattle	Dallas	5	40
Denver	Green Bay	11	93
Green Bay	Denver	2	15
Indianapolis	Carolina	2	15
Carolina	Indianapolis	6	55
Cleveland	Cincinnati	4	28
Cincinnati	Cleveland	2	20
St. Louis	Minnesota	12	87
Minnesota	St. Louis	6	67
Carolina	Green Bay	6	45
Green Bay	Carolina	7	87
Washington	New England	4	27
New England	Washington	6	43
New Orleans	Tennessee	8	75
Tennessee	New Orleans	9	66
Buffalo	Miami	13	94
Miami	Buffalo	8	62
N.Y. Jets	Jacksonville	6	41
Jacksonville	N.Y. Jets	4	30
Oakland	Pittsburgh	3	21
Pittsburgh	Oakland	5	42
Tampa Bay	N.Y. Giants	9	79
N.Y. Giants	Tampa Bay	6	49
San Francisco	Atlanta	5	30
Atlanta	San Francisco	6	63
Denver	Indianapolis	8	56
Indianapolis	Denver	4	30
Dallas	Philadelphia	8	58
Philadelphia	Dallas	10	70
San Diego	Chicago	8	54
Chicago	San Diego	6	55
Buffalo	N.Y. Jets	5	44
N.Y. Jets	Buffalo	3	20
Washington	New Orleans	5	26
New Orleans	Washington	7	50
Detroit	Green Bay	3	35
Green Bay	Detroit	5	55
Dallas	Tampa Bay	6	68
Tampa Bay	Dallas	7	62
Carolina	Tennessee	5	45
Tennessee	Carolina	4	30
St. Louis	Chicago	8	57
Chicago	St. Louis	4	44
Philadelphia	Miami	7	54
Miami	Philadelphia	8	84
Baltimore	Jacksonville	9	121
